"dat[, 6]" "Temperature" "Humidity" "Wind.Speed" "general.diffuse.flows" "diffuse.flows"
"24108" 19188.18462 22.29 69.18 0.067 657.9 50.71
"12405" 14376.77419 14.8 82.4 0.08 0.051 0.174
"3915" 13873.73494 10.11 57.96 0.085 0.07 0.067
"37781" 11290.54137 21.18 93.8 4.92 61.46 52.88
"34834" 23641.88088 23.49 69.32 4.92 0.058 0.119
"40792" 9938.480243 22.1 61.82 0.08 0.059 0.07
"25724" 22502.4 28.48 45.26 4.921 790 99.5
"41392" 12103.58663 21.36 75.5 0.071 365 85.4
"44740" 10802.89157 21.74 62.74 0.07 318.8 313.6
"25201" 29420.30769 21.6 80.7 4.915 0.055 0.133
"28455" 30667.78243 31.37 46.09 4.919 841 82.2
"905" 15001.44578 8.6 84.3 0.089 0.066 0.141
"44936" 12497.3494 19.61 82.9 0.065 0.069 0.13
"21200" 11403.40081 18.93 81 0.068 0.077 0.096
"40089" 11088.1459 20.38 67.46 4.922 184.5 114.5
"21405" 18166.15385 27.64 49.94 0.068 751 93.7
"1133" 25393.73494 15.3 74.4 0.073 0.073 0.122
"32473" 25700.31348 26.86 39.59 4.908 854 56.2
"94" 16586.0241 15.6 58.7 0.073 321 57.14
"49603" 11178.87155 7.26 92.8 0.085 369.2 53.66
"35540" 23116.48621 23.75 63.39 0.31 19.77 16.69
"25991" 22000.24615 26.25 60.17 4.921 793 173.4
"43191" 15605.10638 17.18 75.3 4.922 0.033 0.148
"8885" 15387.09677 22.3 48.83 4.917 349.3 358.4
"25613" 31493.90769 23.85 73.2 4.919 2.743 2.412
"1976" 18066.50602 18.08 62.12 0.091 62.09 63.08
"33185" 25369.279 26.08 76.4 4.921 613.9 97.2
"40131" 12716.35258 25.94 39.81 4.918 373.1 63.61
"21297" 25337.00405 23.35 58.24 0.076 0.055 0.067
"13328" 19170.90909 16.01 83.8 0.07 375.3 338.1
"11355" 25484.51613 14.02 71.2 0.081 0.081 0.119
"18781" 15682.59109 20.69 71.7 4.916 669.9 636.3
"23418" 18355.2 22.71 41.21 0.082 318.3 228.4
"5063" 14350.79397 8.16 56.86 0.087 0.048 0.108
"27264" 17846.35983 22.34 77.2 4.911 228 203.8
"42488" 12436.231 19.77 81.3 4.916 0.062 0.178
"26550" 19111.6318 25.04 79.9 4.917 432.7 381
"49715" 9450.180072 16.43 64.55 0.081 0.033 0.141
"20263" 17285.82996 20.81 60.46 0.071 538.9 67.46
"16751" 12532.36364 11.8 77.3 0.08 201.8 191.3
"14944" 19473.45455 17.81 72.8 0.071 166.4 168.4
"7987" 15983.27638 13.11 58.52 0.085 524.6 50.22
"412" 26157.10843 10.03 82.9 0.075 0.081 0.1
"10504" 22273.54839 12.22 81.2 0.07 0.07 0.082
"29640" 46447.53138 27.57 54.12 4.906 53.66 56.3
"52260" 15437.21489 13.45 52.17 0.076 0.055 0.111
"12257" 14022.58065 12.44 85 0.083 0.029 0.178
"36765" 11049.31563 20.35 64.65 0.269 23.64 14.17
"5606" 23456.80402 9.4 89.1 4.916 0.048 0.226
"5969" 15178.61307 14.07 74.1 4.915 389.9 95.2
"21930" 10492.06154 20.33 85.7 0.067 47.59 39.76
"25438" 20027.07692 25.68 64.24 4.924 776 52.86
"27986" 20467.28033 24.11 80.5 4.913 116.7 88.6
"2336" 14116.62651 10.29 73.7 0.084 0.048 0.111
"29446" 28631.29707 29.48 46.86 4.908 814 38.84
"1786" 11733.9759 13.49 82.6 0.072 26.85 27.33
"4408" 16724.81928 15.05 77.3 4.923 133.1 135.1
"27329" 28408.3682 31.83 31.18 4.915 251.8 254.8
"42164" 18505.53191 22.91 61.53 4.918 0.091 0.059
"8921" 22383.87097 16.33 84.8 4.909 0.026 0.145
"29912" 33198.32636 31.48 41.91 4.906 493.3 99.4
"48310" 9213.92557 18.3 56.14 0.085 474.3 89
"33551" 28017.55486 23.39 58.79 4.924 0.084 0.085
"35589" 13749.86721 19.74 81 0.263 0.051 0.119
"36071" 16326.86415 25.2 71.8 0.299 653.7 85.9
"17814" 16801.94332 21.97 51.12 0.08 586.1 567.4
"3865" 25503.61446 13.78 71.4 0.086 0.04 0.119
"10308" 17105.80645 19.4 56.88 0.076 716 129.7
"13369" 28544 15.02 86 0.073 0.055 0.182
"11619" 15601.93548 15.24 84.4 0.073 99.5 84.8
"10767" 21989.03226 12.06 76.2 0.079 65.52 60.77
"44717" 11936.38554 20.93 70.7 0.068 378.8 308.6
"25598" 22006.15385 26.26 61.34 4.919 330.5 316.2
"20986" 16603.7247 21.75 71.5 4.917 460.4 81.9
"25546" 17528.12308 22.91 78.3 4.915 572.1 205.3
"40887" 16801.45897 20 73.2 0.073 0.066 0.107
"40235" 12208.63222 18.88 59.39 4.92 178.9 46.47
"16916" 17349.81818 21.75 42.34 0.084 803 40.77
"36135" 21527.92646 22.86 83.6 0.286 0.069 0.148
"41922" 12097.75076 17.49 93 0.105 0.069 0.111
"29984" 19557.48954 25.23 61.32 4.907 0.091 0.119
"52079" 9680.672269 14.21 38.58 0.08 292 61.3
"33249" 37569.40439 25.2 87.3 4.923 0.08 0.122
"45374" 10872.28916 16.42 73.8 0.072 0.077 0.104
"35646" 16379.81614 25.95 53.32 0.303 811 82.5
"29614" 32878.99582 28.96 48.22 4.91 748 56.47
"41778" 11607.53799 19.96 68.23 0.129 0.073 0.1
"43922" 12410.60241 20.45 44.6 0.082 0.077 0.085
"35255" 25405.18897 21.38 55.29 4.928 4.712 3.879
"33939" 22985.83072 26.72 52.92 4.908 574.6 41.28
"18178" 11234.33198 16.41 65.8 0.08 0.029 0.174
"28432" 27546.77824 30.7 45.53 4.932 687.6 85.2
"12921" 14585.80645 20.54 60.09 0.07 373.9 410.4
"5965" 13835.57789 12.44 82.3 4.912 292.2 84.5
"50755" 8845.138055 10.98 86.3 0.098 371.5 68.66
"42474" 14910.6383 20.15 79.7 4.922 0.059 0.133
"5439" 24585.64824 9.61 74 0.077 16.08 15.4
"26825" 15255.56485 24.44 81 4.915 13.89 11.04
"46710" 8119.518072 9.87 69.93 4.922 118.7 24.83
"45498" 16435.66265 18.43 68.65 0.072 0.073 0.107
"11937" 24671.6129 13.55 49.53 0.09 0.081 0.115
"12657" 24363.87097 18.25 70.5 4.915 0.026 0.126
"18026" 14697.32794 14.97 84.7 4.912 0.029 0.2
"9440" 17140.64516 16.4 66.82 0.075 739 61.08
"23187" 24877.29231 19.35 66.59 0.08 0.059 0.141
"28999" 25028.28452 29.72 34.68 0.074 419.3 159.2
"37967" 13338.01839 32.32 27.11 4.924 553.6 84.3
"4790" 14779.17588 13.04 70 4.918 0.062 0.115
"13341" 17669.81818 16.04 83.2 0.072 143.3 128.7
"3019" 23126.74699 12.72 69.65 0.076 0.044 0.159
"44268" 10080 15.69 79.3 0.084 315.5 323.1
"43613" 17227.4772 19.4 85.7 0.075 0.055 0.096
"9003" 17134.83871 15.16 61.52 4.916 261.9 249.9
"15800" 19822.54545 16.36 85 0.068 64.82 54.59
"4242" 15174.93976 16.79 65.79 4.919 153.4 137.2
"38831" 13996.97651 23.89 67.5 4.922 238 147.8
"16433" 15424 16.78 70.4 0.081 0.022 0.163
"33297" 18598.11912 24.15 93.1 4.926 0.066 0.104
"39460" 13381.64134 20.46 64.75 4.923 0.095 0.056
"17658" 16667.85425 27.57 31.23 0.073 580.1 366.1
"22982" 17504.49231 26.01 56.31 0.073 833 232
"29773" 33818.91213 35.29 32.18 4.908 350.8 86.7
"23879" 28262.4 25.2 35.96 0.073 101.1 114.3
"15860" 15755.63636 15.76 90.9 0.067 0.048 0.126
"5487" 14530.25126 6.936 90.1 0.072 0.048 0.141
"48724" 7416.086435 8.3 86.4 4.916 35.19 24.5
"22562" 18934.15385 22.78 74.9 0.069 251 201
"17279" 20608 20.47 55.65 0.081 0.095 0.145
"16793" 18507.63636 22.61 41.01 0.076 816 74.9
"46530" 10033.73494 13.13 73 0.083 0.066 0.085
"8748" 16710.96774 19.77 66.04 4.916 100.4 103.7
"27506" 30776.23431 26.54 32.91 4.914 0.077 0.156
"45116" 8495.421687 15.75 86.2 0.07 0.044 0.141
"1191" 14833.73494 14.85 68.8 0.076 0.048 0.122
"17148" 15557.81818 14.83 77.4 0.08 0.059 0.111
"22108" 17415.87692 23.3 66 0.07 898 81.2
"28276" 23250.87866 26.54 85.7 4.915 330.6 291.2
"44537" 7708.915663 18.51 79.3 0.067 0.026 0.141
"47728" 10756.62651 18.05 64.79 4.918 326.5 41.07
"52297" 9427.130852 11.36 52.17 0.077 0.077 0.093
"5755" 21778.01005 13.48 67.31 4.91 0.066 0.137
"47587" 11219.27711 10.98 89 0.082 401.7 73.5
"35394" 21657.36466 23.34 51.55 0.154 73.7 61.71
"27079" 25365.69038 26.2 47.58 4.912 0.11 0.07
"21073" 10721.29555 19.17 90.6 4.916 168.7 133.7
"13188" 18839.27273 15.46 85.9 0.068 199.3 178.6
"33355" 26091.53605 27.28 75.5 4.925 331.8 230.4
"29333" 32192.13389 31.21 34.71 4.912 618.7 33.31
"38488" 9131.276813 18.59 85 4.915 0.084 0.111
"4777" 14541.82915 13.51 61.15 4.916 0.088 0.134
"43815" 8911.807229 16.57 50.6 0.084 0.066 0.096
"51010" 9450.180072 16.22 69.16 0.072 0.077 0.137
"4737" 25563.9799 13.44 53.4 4.922 0.081 0.108
"17170" 10961.45455 13.08 83.1 0.082 0.022 0.234
"19585" 18603.40081 18.23 83.2 4.914 0.048 0.089
"33478" 24490.53292 24.92 66.96 4.919 342 223.9
"40544" 13556.71733 22.85 64.03 0.076 246 186.8
"17207" 18152.72727 23.03 47.01 4.92 836 44.25
"46317" 18899.27711 19.79 68.11 4.919 358.6 76.3
"7495" 15016.52261 15.19 61.52 0.077 0.062 0.111
"29810" 34487.69874 27.2 45.12 4.907 0.117 0.104
"1611" 14186.0241 9.14 75 0.087 0.059 0.115
"17663" 16323.88664 26.2 29.79 0.083 355.6 298.1
"27672" 23250.87866 23 72 4.91 0.102 0.093
"34912" 15486.39498 26.2 54.25 4.919 632.9 35.96
"48429" 6707.322929 12.82 71.4 0.083 0.077 0.137
"3498" 14585.06024 3.638 79.4 0.089 0.059 0.145
"729" 15371.56627 8.52 86.1 0.088 0.051 0.193
"27763" 30444.85356 28.88 52.59 4.91 189.5 195.9
"19425" 25920 18.79 84.8 4.922 0.059 0.096
"5775" 14466.57286 12.48 75.9 4.915 0.059 0.145
"37933" 12549.62206 25.87 50.62 4.919 494.8 61.23
"30577" 20782.94671 24.95 73.3 4.908 98.4 72.8
"31873" 20662.57053 25.76 62.65 4.904 92.3 69.74
"269" 25549.87952 13.33 68.72 0.076 0.066 0.108
"35372" 15756.15935 27.52 36.18 4.926 688.7 72.2
"26346" 32457.23849 24.38 82.7 4.925 0.077 0.122
"12319" 16426.45161 23.26 53.57 0.084 819 46.44
"18208" 16766.96356 22.48 51.22 0.08 733 102.5
"14244" 26379.63636 14.56 86.9 0.073 0.062 0.108
"40881" 18382.97872 21.5 68.96 0.082 0.055 0.096
"27897" 28787.94979 28.36 64.1 4.91 478.3 99.8
"38641" 10861.04188 18 90.6 4.912 99.8 61.9
"40450" 18855.68389 20.28 67.36 0.073 0.059 0.07
"11514" 21356.12903 12.87 82.4 0.074 0.07 0.148
"22948" 11372.30769 21.41 68.38 0.084 377.7 342.4
"19434" 22480.32389 18.36 85.9 4.921 0.051 0.156
"23352" 18095.26154 17.64 66.99 0.081 0.044 0.115
"6078" 14165.54774 10.76 91.4 0.081 0.059 0.215
"10473" 18400.64516 16.91 66.32 0.074 259.6 261.9
"47010" 11404.33735 9.44 69 4.923 433.3 80.7
"6868" 15201.76884 9.11 86.7 0.079 18.1 18.1
"47043" 9958.554217 16.34 50.08 4.915 224.4 174.9
"29712" 22479.66527 22.92 55.66 4.907 221.7 202.3
"28871" 30655.73222 29.05 56.16 0.065 789 137.8
"25752" 31222.15385 25.46 63.34 4.923 70.5 71.1
"39023" 12414.30031 20.33 83.4 4.916 0.062 0.119
"34114" 30912.60188 23.95 84.9 4.919 0.095 0.111
"48774" 11017.52701 16.74 48.33 0.083 140.7 178.1
"7080" 14165.54774 13.78 72.7 0.069 0.037 0.115
"15529" 28037.81818 17.17 53.52 0.085 1.745 1.564
"9247" 13813.54839 12.32 73.8 0.078 0.044 0.163
"33410" 28523.1348 24.77 84.6 4.923 0.062 0.144
"29868" 28763.84937 30.9 29.61 4.911 583.5 90.3
"49408" 10032.17287 7.82 83.7 0.086 0.055 0.137
"20369" 16044.04858 20.3 59.76 0.07 745 146.3
"34495" 19440.75235 24.93 91 4.925 576.9 353.2
"14473" 18664.72727 16.14 80.8 0.073 267.1 235.3
"21515" 13624.61538 21.52 77.8 4.924 634.3 559.9
"20434" 26048.25911 18.48 74.1 0.07 0.066 0.085
"38735" 15644.37181 20.89 79.5 4.917 0.073 0.122
"31947" 38688.90282 30.99 30.28 4.905 0.49 0.393
"4955" 14130.81407 10.21 79.3 0.085 42.32 43.12
"37284" 21186.68029 19.35 55.02 4.924 0.069 0.056
"17948" 15653.4413 25.08 31.53 4.918 734 147
"50099" 15097.2389 13.44 70.6 0.084 0.066 0.108
"51986" 11743.57743 15.46 63.79 0.08 0.059 0.096
"10918" 26657.41935 12.99 78.2 0.073 0.421 0.49
"24395" 15182.76923 22.02 75.3 0.07 622.4 117.8
"1009" 19032.28916 14.07 78.2 0.081 0.048 0.13
"50439" 9064.105642 9.52 84.5 0.085 0.037 0.126
"44388" 9825.542169 15.31 87 0.074 0.062 0.107
"20294" 25045.50607 18.11 72.4 0.071 0.018 0.096
"49167" 9248.4994 12.13 57.56 0.083 311.3 42.72
"44584" 11520 21.27 69.65 0.072 499.1 529.9
"35908" 13237.99796 22.28 88.7 0.279 219 126.3
"39287" 19762.86006 21.84 77.2 4.927 0.08 0.085
"8646" 15787.74194 15.05 79.7 0.081 0.044 0.156
"6333" 19722.93467 11.76 76.4 0.082 0.055 0.126
"5645" 14200.28141 10.99 68.21 4.917 0.066 0.096
"471" 14799.03614 5.488 87.1 0.087 0.029 0.134
"36534" 14426.476 29.34 37.88 0.27 411.5 55.3
"46498" 16614.93976 16.28 67.11 0.079 0.059 0.063
"20365" 15810.8502 19.95 63.63 0.071 684.3 579.8
"30228" 38910.12552 25.57 59.52 4.911 0.08 0.111
"20667" 17775.54656 17.06 82.5 4.92 237.4 185.1
"13719" 12788.36364 15.1 66.72 0.071 0.059 0.126
"35843" 21916.24106 23.54 83.1 0.265 0.073 0.104
"23317" 26815.01538 20.05 65.91 0.082 0.066 0.063
"37271" 20880.73544 21.35 44.65 4.926 0.351 0.385
"11965" 14295.48387 9.66 67.59 0.086 0.026 0.119
"37243" 15020.71502 22.24 56.19 4.921 354.2 283.2
"39991" 13282.43161 26.84 52.08 4.928 250.4 52.75
"130" 25359.03614 12.24 70.1 0.077 0.073 0.089
"30632" 27205.01567 28.66 72.4 4.905 215.1 171
"14908" 18356.36364 19.81 65.09 0.073 840 349.3
"31241" 34951.22257 25.88 84.4 4.909 0.055 0.148
"13654" 29335.27273 15.84 72.3 0.069 5.749 5.292
"23238" 11963.07692 22.17 51.68 0.079 456.3 452.1
"46815" 10091.56627 10.82 74.2 2.022 0.044 0.185
"50877" 6966.626651 14.46 72.6 0.072 0.055 0.148
"26331" 35355.31381 25.09 80.5 4.922 14.31 11.87
"29033" 29300.08368 39.7 14.71 0.069 825 87.7
"9377" 14127.09677 8.69 86.8 0.075 0.059 0.178
"718" 20431.80723 9.46 83.6 0.084 0.062 0.145
"47791" 16805.78313 17.66 66.95 4.918 0.059 0.096
"7111" 11936.80402 13.69 71.3 0.076 21.65 21.59
"47170" 10230.36145 17.22 38.91 4.915 501.7 33
"42200" 12681.33739 18.14 84.4 4.915 0.077 0.085
"18050" 12872.55061 17.33 81.4 4.914 323.1 315.5
"7244" 11647.35678 13.3 74.2 0.071 0.037 0.152
"40197" 12243.64742 17.13 63.42 4.918 0.091 0.082
"28482" 31595.64854 32.32 37.85 4.921 216.5 225.6
"41449" 19631.8541 21.09 76.3 0.07 0.059 0.144
"19415" 26194.0081 19.97 76.1 4.922 54.64 59.58
"5455" 24985.08543 8.56 86.1 0.077 0.059 0.145
"30377" 36000 23.53 62.72 4.909 0.099 0.082
"6904" 22825.80905 10.79 81.8 0.072 0.091 0.145
"42916" 12599.63526 20.7 66.63 0.081 0.066 0.093
"39684" 13008.1459 27.49 40.71 4.925 361.6 211.5
"43657" 10726.32219 20.15 73.4 0.074 0.077 0.1
"48095" 12480 12.56 86.1 0.071 0.066 0.078
"23431" 19318.15385 22.42 42.44 0.082 108 88.7
"28151" 29727.86611 28.21 65.3 4.914 819 126
"40529" 12570.45593 21.42 68.83 0.08 556.3 73.3
"46731" 10635.18072 15.71 38.14 4.92 522.1 35.75
"50458" 7854.021609 9.79 82.6 0.085 157.3 27.42
"16286" 15534.54545 15.24 77.9 0.083 0.018 0.104
"8253" 11294.23116 13.7 69.79 0.08 0.048 0.174
"37400" 13538.05924 23.67 54.56 4.927 324.4 216.2
"12442" 13645.16129 17.52 71.3 0.086 456.4 467.9
"51568" 9409.843938 8.42 87.7 0.081 0.059 0.152
"40520" 11893.49544 17.09 76.8 0.087 117.9 97.1
"26154" 25444.01674 31.71 40.66 4.926 805 97.4
"3568" 25601.92771 16.12 39.67 0.089 7.01 7.27
"42276" 12943.95137 23.13 67.97 4.92 374.6 129.4
"47199" 16383.61446 16.79 54.39 4.917 0.889 0.934
"40972" 13632.58359 25.45 42.95 0.082 822 190.6
"28280" 24775.23013 26.85 83.5 4.915 435.1 214.9
"33106" 37081.88088 24.52 77.4 0.064 0.106 0.081
"28863" 28354.14226 29.54 49.15 4.911 643.8 128.1
"7780" 17054.23116 15.99 54.04 0.081 0.026 0.115
"36138" 20851.31767 22.75 83.9 0.307 0.051 0.133
"20383" 16988.50202 21.03 62.03 0.071 1034 254.7
"25191" 30944.49231 21.79 81.8 4.92 0.04 0.1
"16" 15597.10843 4.897 79.1 0.083 0.07 0.096
"48613" 9859.303721 16.42 58.78 0.088 81.7 75.3
"19564" 26479.67611 19.76 65.82 4.926 0.406 0.363
"8464" 24493.02513 15.38 64.25 0.082 24.43 23.62
"50580" 9421.368547 9.11 91.3 0.081 0.051 0.193
"31777" 28745.83072 30.15 63.12 4.904 484.8 243.2
"37439" 15026.59857 20.76 80.1 4.916 0.048 0.122
"36589" 13132.09397 21.15 59.59 0.276 0.069 0.104
"544" 25555.66265 13.22 75.6 0.083 1.142 1.22
"45777" 19714.6988 15.32 83.6 0.069 0.084 0.07
"34971" 22173.29154 24.29 61.42 4.922 0.084 0.104
"39895" 13702.61398 23.42 61.82 4.92 0.069 0.1
"1215" 14677.59036 15.85 57.78 0.077 286 92.5
"7171" 26333.90955 13.71 68.44 0.077 1.651 1.751
"41898" 15494.22492 18.1 92.2 0.077 0.069 0.111
"27051" 36114.47699 33.03 32.05 4.922 9.32 8.09
"44994" 16655.42169 20.07 77 0.073 215.2 193.1
"15291" 16413.09091 11.75 83.9 0.081 0.04 0.111
"40048" 12763.03951 20.34 69.62 4.92 0.124 0.074
"15286" 15854.54545 12.19 83.9 0.083 0.026 0.163
"18785" 16627.04453 20.89 71.1 4.915 748 313.4
"27785" 36819.41423 24.33 83.3 4.91 0.069 0.148
"26955" 20569.70711 22.98 71.5 0.057 0.073 0.144
"5954" 10339.05528 10.11 84.1 4.915 6.266 6.086
"47509" 15360 14.33 76.6 0.079 0.037 0.07
"17975" 25080.48583 24.58 26.36 4.919 47.01 53.48
"18555" 25995.78947 19.49 83.2 4.921 1.068 0.953
"27266" 18894.72803 22.56 75.4 4.91 293.3 264.7
"40680" 13253.25228 22.25 76.1 0.078 437.9 283.4
"11163" 16740 12.89 73.6 0.085 83.1 76.6
"20123" 18049.55466 21.48 56.45 0.071 411.6 47.3
"8922" 22209.67742 16.19 85.2 4.914 0.022 0.137
"4023" 24352.77108 13.11 67.49 4.914 0.044 0.163
"33457" 18616.17555 23.65 82.6 4.92 172.3 64.48
"31024" 25471.59875 27.06 72.9 4.905 512.7 250.2
"23249" 14503.38462 23.95 43.98 0.085 791 183.3
"28912" 32023.43096 32.29 38.11 0.07 229.1 206.4
"27247" 17900.58577 22.59 79.4 4.913 0.11 0.122
"39152" 19621.65475 19.79 77.2 4.92 0.073 0.111
"2825" 16198.55422 11.81 63.97 0.078 69.73 71.5
"24120" 21563.07692 23.96 64.05 0.057 875 43.28
"31554" 22702.94671 25.86 88.9 4.909 0.091 0.144
"30943" 37617.55486 28.16 56.52 4.903 0.088 0.107
"30392" 28239.66527 22.46 68.13 4.903 0.121 0.096
"42604" 19129.9696 20.14 79.5 4.919 0.037 0.13
"9609" 15450.96774 15.01 68.69 0.071 135 129.8
"50890" 7888.595438 15.34 68.26 0.074 43.74 43.93
"30750" 29311.59875 27.25 82.6 4.91 219.3 162.5
"34357" 21601.5047 27.31 63.75 4.922 756 154.5
"34013" 17484.6395 19.58 80.6 4.912 0.106 0.122
"14618" 18775.27273 16.87 82.9 0.075 362.9 325.4
"25263" 17132.30769 23.44 68.68 4.924 716 66.6
"2847" 25734.93976 11.88 72.3 0.081 4.934 5.085
"15862" 15819.63636 15.78 91.1 0.065 0.018 0.1
"38883" 14291.15424 20.75 80.9 4.918 0.08 0.104
"3760" 14949.39759 8.29 86.6 0.088 0.04 0.152
"15789" 19118.54545 16.3 86.3 0.07 64.25 54.36
"36074" 16291.56282 25.68 69.22 0.281 780 112.5
"5188" 17117.90955 9.53 50.45 0.09 0.044 0.119
"39235" 12608.45761 23 71.7 4.92 608.4 81.5
"89" 16684.33735 15.74 55.56 0.075 437.4 44.13
"34386" 27572.16301 25.79 79 4.924 115.3 104
"43582" 10387.84195 21.18 75.4 4.926 93.1 82.2
"39463" 13013.98176 20.05 67.89 4.921 0.117 0.063
"23592" 27346.70769 21.58 47.04 0.082 70.5 72.9
"16122" 24674.90909 14.72 85.9 0.067 0.033 0.108
"20769" 11327.61134 14.14 89 4.919 0.055 0.141
"14501" 17716.36364 15.76 85.7 0.068 200.7 182.8
"829" 24427.95181 14.51 73.8 0.084 13.38 13.36
"39122" 12884.98468 24.82 53.45 4.92 437.3 61.05
"14980" 18938.18182 14.06 86.8 0.078 0.026 0.122
"51947" 16347.65906 15.74 57.81 0.084 2.123 2.147
"25269" 18461.53846 23.57 67.44 4.922 827 61.46
"42520" 8917.203647 19.31 84.2 4.916 0.062 0.107
"3010" 25810.12048 12.79 61.44 0.083 0.073 0.13
